Table,Field,Type,RefTable,RefField,Adjust,EnumTypeString
BTL_Arts_BlSp,Enhance,Reference,BTL_Enhance,,0,
BTL_Arts_BlSp,HitEff,Reference,BTL_HitEffect,,0,
BTL_Arts_BlSp,Name,Message,btl_arts_blsp_ms,,0,
BTL_Arts_BlSp,PC0*,Reference,BTL_Arts_BlSp,,0,
BTL_Arts_BlSp,ReAct*,Enum,,,0,ReactType
BTL_Arts_BlSp,WpnType,Reference,ITM_PcWpnType,,0,
BTL_Arts_Dr,ArtsType,Enum,,,0,ArtType
BTL_Arts_Dr,Caption,Message,btl_arts_dr_cap,,0,
BTL_Arts_Dr,Driver,Reference,CHR_Dr,,0,
BTL_Arts_Dr,Enhance*,Reference,BTL_Enhance,,0,
BTL_Arts_Dr,HitEff,Reference,BTL_HitEffect,,0,
BTL_Arts_Dr,Name,Message,btl_arts_dr_ms,,0,
BTL_Arts_Dr,NextArts,Reference,BTL_Arts_Dr,,0,
BTL_Arts_Dr,RangeType,Enum,,,0,ArtRangeType
BTL_Arts_Dr,ReAct*,Enum,,,0,ReactType
BTL_Arts_Dr,UI,Reference,MNU_IconList,,0,
BTL_Arts_Dr,WpnType,Reference,ITM_PcWpnType,,0,
BTL_Arts_En,ArtsType,Enum,,,0,ArtType
BTL_Arts_En,Atr,Reference,MNU_Msg_Attr,,1,
BTL_Arts_En,Enhance,Reference,BTL_Enhance,,0,
BTL_Arts_En,Name,Message,btl_arts_en_ms,,0,
BTL_Arts_En,ReAct*,Enum,,,0,ReactType
BTL_Arts_En,Summon,Reference,BTL_Summon,,0,
BTL_Aura,ChangeAtr,Reference,MNU_Msg_Attr,,1,
BTL_Aura,Enhance*,Reference,BTL_Enhance,,0,
BTL_Aura,Name,Message,btl_aura_ms,,0,
BTL_Bl_KizunaLinkSet,KizunaLink*,Reference,BTL_Bl_KizunaLink,,0,
BTL_Bl_Personality,BLC_*,Character,,,0,
BTL_Bl_Personality,KizunaBase,Reference,BTL_Bl_KizunaBase,,0,
BTL_Buff,Caption,Message,btl_buff_cap,,0,
BTL_Buff,Name,Message,btl_buff_ms,,0,
BTL_ChBtl,Caption,Message,btl_chbtl_ms,,0,
BTL_ChBtl,ClearReward,Item,,,0,
BTL_ChBtl,Condition,Reference,FLD_ConditionList,,0,
BTL_ChBtl,Driver*,Reference,CHR_Dr,,0,
BTL_ChBtl,MapJump,Reference,SYS_MapJumpList,,0,
BTL_ChBtl,Name,Message,btl_chbtl_ms,,0,
BTL_ChBtl,TresureResource*,Reference,RSC_TboxList,,0,
BTL_ChBtl,TresureSet*,Reference,BTL_ChBtlRewardSet,,0,
BTL_ChBtl,WpnRevTable,Reference,BTL_ChBtlWpnRev,,0,
BTL_ChBtlRewardItem,ItemID,Item,,,0,
BTL_ChBtlRewardSet,UpItemID*,Item,,,0,
BTL_Class,Name,Message,btl_class_ms,,0,
BTL_Class,Role*,Message,menu_role_name_ms,,0,
BTL_CmnBl_Armor,WpnType,Reference,ITM_PcWpnType,,0,
BTL_CmnBl_NewBlArts,WpnType,Reference,ITM_PcWpnType,,0,
BTL_CmnBl_StatusType,WpnType,Reference,ITM_PcWpnType,,0,
BTL_Condition,FLD_CondID,Reference,FLD_ConditionList,,0,
BTL_ElementalCombo,Atr,Reference,MNU_Msg_Attr,,1,
BTL_ElementalCombo,Name,Message,btl_elementalcombo_ms,,0,
BTL_ElementalCombo,PreCombo,Reference,BTL_ElementalCombo,,0,
BTL_ElementalCombo,ReAct*,Enum,,,0,ReactType
BTL_ElementalCombo,Reaction,Reference,BTL_Reaction,,0,
BTL_ElementalEffect,Atr1,Reference,MNU_Msg_Attr,,1,
BTL_ElementalEffect,Caption,Message,btl_buff_ms,,0,
BTL_ElementalEffect,Name,Message,btl_elementaleffect_ms,,0,
BTL_EnBook,BaseEnemyID,Reference,CHR_EnArrange,,0,
BTL_EnDropItem,ItemID*,Item,,,0,
BTL_EnDropQuest,GetConditon*,Reference,FLD_ConditionList,,0,
BTL_EnDropQuest,ItemID*,Item,,,0,
BTL_Enhance,Caption,Enhance,,,0,
BTL_Enhance,EnhanceEffect,Reference,BTL_EnhanceEff,,0,
BTL_EnhanceEff,Name,Message,btl_buff_ms,,0,
BTL_FightCombo,Name,Message,btl_fightcombo_ms,,0,
BTL_FightCombo,Reaction,Reference,BTL_Reaction,,0,
BTL_HanaChipset,AtrParts,Item,,,0,
BTL_HanaChipset,NArtsParts*,Item,,,0,
BTL_HanaChipset,RoleParts,Item,,,0,
BTL_IrGroupRev,GroupRev*,Reference,BTL_Class,,0,
BTL_NamedList,EnemyID,Reference,CHR_EnArrange,,0,
BTL_NamedListIra,EnemyID,Reference,CHR_EnArrange,,0,
BTL_PouchBuff,Name,Message,btl_pouchbuff_ms,,0,
BTL_PouchBuffSet,PBuff1,PouchBuff,BTL_PouchBuff,PBuffParam1,0,
BTL_PouchBuffSet,PBuff2,PouchBuff,BTL_PouchBuff,PBuffParam2,0,
BTL_PouchBuffSet,PBuff3,PouchBuff,BTL_PouchBuff,PBuffParam3,0,
BTL_Reaction,Name,Message,btl_buff_ms,,0,
BTL_Skill_Bl,Enhance*,Reference,BTL_Enhance,,0,
BTL_Skill_Bl,Name,Message,btl_skill_bl_name,,0,
BTL_Skill_Dr,Enhance,Reference,BTL_Enhance,,0,
BTL_Skill_Dr,Name,Message,btl_skill_dr_name,,0,
BTL_Skill_Dr_Table*,SkillID,Reference,BTL_Skill_Dr,,0,
BTL_Summon,EnemyID,Reference,CHR_EnArrange,,0,
BTL_Wpn_En,Rsc*,Reference,RSC_EnWpn,,0,
CHR_Bl,ArtsAchievement*,Reference,FLD_AchievementSet,,0,
CHR_Bl,Atr,Reference,MNU_Msg_Attr,,1,
CHR_Bl,BArts*,Reference,BTL_Arts_Bl,,0,
CHR_Bl,BartsEx*,Reference,BTL_Arts_BlSp,,0,
CHR_Bl,BSkill*,Reference,BTL_Skill_Bl,,0,
CHR_Bl,Condition,Reference,FLD_ConditionList,,0,
CHR_Bl,DefWeapon,Reference,ITM_PcWpn,,0,
CHR_Bl,FavoriteCategory*,Message,menu_favorite_category,,-11,
CHR_Bl,FavoriteItem*,Reference,ITM_FavoriteList,,0,
CHR_Bl,FSkill*,Reference,FLD_FieldSkillList,,0,
CHR_Bl,FskillAchivement*,Reference,FLD_AchievementSet,,0,
CHR_Bl,Gender,Reference,MNU_Msg_Gender,,0,
CHR_Bl,KeyAchievement,Reference,FLD_AchievementSet,,0,
CHR_Bl,MerceName,Message,bld_mercename,,0,
CHR_Bl,MnuCastName,Message,menu_cast_name,,0,
CHR_Bl,MnuIlustName,Message,menu_ilust_name,,0,
CHR_Bl,Name,Message,chr_bl_ms,,0,
CHR_Bl,NArts*#,Reference,BTL_Buff,,0,
CHR_Bl,Personality,Reference,BTL_Bl_Personality,,0,
CHR_Bl,QuestRace,Reference,MNU_Msg_Race,,0,
CHR_Bl,SkillAchievement*,Reference,FLD_AchievementSet,,0,
CHR_Bl,sort*,Hide,,,0,
CHR_Bl,Still,Reference,MNU_IconList,,0,
CHR_Bl,WeaponType,Reference,ITM_PcWpnType,,0,
CHR_Dr,AiID,Reference,BTL_Ai,,0,
CHR_Dr,Condition,Reference,FLD_ConditionList,,0,
CHR_Dr,DefAcce,Reference,ITM_PcEquip,,0,
CHR_Dr,DefBlade*,Reference,CHR_Bl,,0,
CHR_Dr,FavoriteCategory*,Message,menu_favorite_category,,-11,
CHR_Dr,FavoriteItem*,Reference,ITM_FavoriteList,,0,
CHR_Dr,Gender,Reference,MNU_Msg_Gender,,0,
CHR_Dr,IraParam,Reference,CHR_Ir,,0,
CHR_Dr,Name,Message,chr_dr_ms,,0,
CHR_DriverParam,ExtMountCond,Reference,FLD_ConditionList,,0,
CHR_DriverParam,ExtMountNpc,Reference,RSC_NpcList,,0,
CHR_EnArrange,BGMID,Reference,RSC_BgmList,,0,
CHR_EnArrange,BladeID,Reference,CHR_Bl,,0,
CHR_EnArrange,BookID,Reference,BTL_EnBook,,0,
CHR_EnArrange,DropTableID*,Reference,BTL_EnDropItem,,0,
CHR_EnArrange,EnemyBladeID,Reference,CHR_EnArrange,,0,
CHR_EnArrange,EnhanceID*,Reference,BTL_Enhance,,0,
CHR_EnArrange,Name,Message,fld_enemyname,,0,
CHR_EnArrange,ParamID,Reference,CHR_EnParam,,0,
CHR_EnArrange,ParamRev,Reference,CHR_EnParam_Rev,,0,
CHR_EnArrange,PreciousID,Item,,,0,
CHR_EnArrange,ZoneID,Reference,FLD_maplist,,0,
CHR_EnParam,AiID,Reference,BTL_Ai,,0,
CHR_EnParam,ArtsNum*,Reference,BTL_Arts_En,,0,
CHR_EnParam,Atr,Reference,MNU_Msg_Attr,,1,
CHR_EnParam,Aura,Reference,BTL_Aura,,0,
CHR_EnParam,ResourceID,Reference,RSC_En,,0,
CHR_Ir,DefWpnAcce,Reference,ITM_PcEquip,,0,
CHR_Ir,driverID,Reference,CHR_Dr,,0,
CHR_Ir,DriverWpn,Reference,ITM_PcWpnIr,,0,
CHR_Ir,LinkSet,Reference,BTL_Bl_KizunaLinkSet,,0,
CHR_Ir,Type,Enum,,,0,IraCharType
dlc*_txt,text_id,Message,menu_ms,,0,
EVT_chg*,chgType,Reference,EVT_change,,0,
EVT_chg*,id,Change,,chgType,0,
EVT_cutscene_pc,scenario*,Flag,Scenario,,0,
EVT_cutscene_wp,scenario*,Flag,Scenario,,0,
EVT_facial*,brow_type,Reference,EVT_browtype,,0,
EVT_facial*,eye_type,Reference,EVT_eyetype,,0,
EVT_facial*,lip_type,Reference,EVT_liptype,,0,
EVT_list*,*FormID,Reference,SYS_MapJumpEvList,,0,
EVT_list*,category,Enum,,,0,EventCategory
EVT_list*,envSeam,Event,,,0,
EVT_list*,linkID,Event,,,0,
EVT_list*,nextID,Event,,,0,
EVT_list*,nextIDtheater,Event,,,0,
EVT_list*,setupID,EventSetup,,,0,
EVT_list*,zoneID,Reference,FLD_maplist,,0,
EVT_listBf,chgEdID,Reference,EVT_chgBf01,,0,
EVT_listBf,chgStID,Reference,EVT_chgBf01,,0,
EVT_listBf,envSeam,Reference,EVT_listBf,,0,
EVT_listBf,linkID,Reference,EVT_listBf,,0,
EVT_listBf,nextIDtheater,Reference,EVT_listBf,,0,
EVT_listBf,scenarioFlag,Flag,Scenario,,0,
EVT_listDeb01,chgEdID,Reference,EVT_chgDeb01,,0,
EVT_listDeb01,chgStID,Reference,EVT_chgDeb01,,0,
EVT_listDeb01,setupID,Reference,EVT_setupDeb01,,0,
EVT_listFev01,chgEdID,Reference,EVT_chgFev01,,0,
EVT_listFev01,chgStID,Reference,EVT_chgFev01,,0,
EVT_listFev01,setupID,Reference,EVT_setupFev01,,0,
EVT_listQst01,chgEdID,Reference,EVT_chgQst01,,0,
EVT_listQst01,chgStID,Reference,EVT_chgQst01,,0,
EVT_listQst01,setupID,Reference,EVT_setupQst01,,0,
EVT_listTlk01,chgEdID,Reference,EVT_chgTlk01,,0,
EVT_listTlk01,chgStID,Reference,EVT_chgTlk01,,0,
EVT_listTlk01,setupID,Reference,EVT_setupTlk01,,0,
FLD_AchievementList,Task,Reference,FLD_QuestListAchievement,,0,
FLD_AchievementSet,AchievementID*,Reference,FLD_AchievementList,,0,
FLD_AddItem,ItemID*,Item,,,0,
FLD_AntiBladeArea,BTL_MapRevId,Reference,BTL_MapRev,,0,
FLD_BladePop,Condition,Reference,FLD_ConditionList,,0,
FLD_BladePop,ScenarioFlag*,Flag,Scenario,,0,
FLD_BladePop,TimeRange,Enum,,,0,TimeRange
FLD_CampPop,CampPointName,Message,fld_camppoint,,0,
FLD_CampPop,ConditionID,Reference,FLD_ConditionList,,0,
FLD_ClimbingPOP,Condition,Reference,FLD_ConditionList,,0,
FLD_ClimbingPOP,ScenarioFlag*,Flag,Scenario,,0,
FLD_CollectionTable,FSID,Reference,FLD_FieldSkillList,,0,
FLD_CollectionTable,itm*ID,Item,,,0,
FLD_ConditionAchievement,AchievementSetID,Reference,FLD_AchievementSet,,0,
FLD_ConditionEnv,CloudHeight,Reference,EVT_cloudtype,,0,
FLD_ConditionEnv,TimeRange,Enum,,,0,TimeRange
FLD_ConditionEnv,Weather,Enum,,,0,WeatherBits
FLD_ConditionFieldSkiiLevel,FieldSkillID,Reference,FLD_FieldSkillList,,0,
FLD_ConditionFlag,FlagID,GameFlag,,FlagType,0,
FLD_ConditionItem,ItemID,Item,,,0,
FLD_ConditionList,Condition1,Condition,,ConditionType1,0,
FLD_ConditionList,Condition2,Condition,,ConditionType2,0,
FLD_ConditionList,Condition3,Condition,,ConditionType3,0,
FLD_ConditionList,Condition4,Condition,,ConditionType4,0,
FLD_ConditionList,Condition5,Condition,,ConditionType5,0,
FLD_ConditionList,Condition6,Condition,,ConditionType6,0,
FLD_ConditionList,Condition7,Condition,,ConditionType7,0,
FLD_ConditionList,Condition8,Condition,,ConditionType8,0,
FLD_ConditionList,ConditionType*,Enum,,,0,ConditionType
FLD_ConditionList,Premise,Reference,EVT_andortype,,1,
FLD_ConditionPT,Category,Enum,,,0,PartyConditionType
FLD_ConditionPT,PCID*,Character,,,0,
FLD_ConditionQuest,*QuestFlag1,QuestFlag,,,0,
FLD_ConditionQuest,*QuestFlag2,QuestFlag,,,0,
FLD_ConditionScenario,NotScenario*,Flag,Scenario,,0,
FLD_ConditionScenario,Scenario*,Flag,Scenario,,0,
FLD_DMGFloor,Condition,Reference,FLD_ConditionList,,0,
FLD_DMGFloor,MAPID,Reference,FLD_maplist,,0,
FLD_DMGGimmick,Condition,Reference,FLD_ConditionList,,0,
FLD_DMGGimmick,DEPOP_Condition,Reference,FLD_ConditionList,,0,
FLD_DoorGimmick,Condition,Reference,FLD_ConditionList,,0,
FLD_DoorGimmick,LODmodel,Reference,FLD_LODList,,0,
FLD_EffectPop,Condition,Reference,FLD_ConditionList,,0,
FLD_EffectPop,QuestFlag,QuestFlag,,,0,
FLD_EffectPop,ScenarioFlag*,Flag,Scenario,,0,
FLD_ElevatorGimmick,OP_Condition,Reference,FLD_ConditionList,,0,
FLD_EnemyWave,QuestFlag,QuestFlag,,,0,
FLD_EnemyWave*,Condition,Reference,FLD_ConditionList,,0,
FLD_EnemyWave*,ScenarioFlag*,Flag,Scenario,,0,
FLD_EnemyWaveIra,QuestFlag,QuestFlagIra,,,0,
FLD_FieldLockGimmick,Condition,Reference,FLD_ConditionList,,0,
FLD_FieldLockGimmick,QuestFlag,QuestFlag,,,0,
FLD_FieldLockGimmick,ScenarioFlag*,Flag,Scenario,,0,
FLD_FieldSkillList,Attirbute,Reference,MNU_Msg_Attr,,1,
FLD_FieldSkillList,Caption,Message,fld_fieldskilltxt,,0,
FLD_FieldSkillList,Category,Enum,,,0,FieldSkillCategory
FLD_FieldSkillList,Name,Message,fld_fieldskilltxt,,0,
FLD_FieldSkillList,RandomID,Reference,FLD_FieldSkillRandom,,0,
FLD_FieldSkillSetting,FieldSkillID*,Reference,FLD_FieldSkillList,,0,
FLD_FieldSkillSetting,Name,Message,fld_fieldskillplace,,0,
FLD_FootPrintsRoutes,Condition,Reference,FLD_ConditionList,,0,
FLD_FootPrintsRoutes,QuestFlag,QuestFlag,FLD_ConditionList,,0,
FLD_FootPrintsRoutes,ScenarioFlag*,Flag,Scenario,,0,
FLD_JumpGimmick,Condition,Reference,FLD_ConditionList,,0,
FLD_JumpGimmick,FSID,Reference,FLD_FieldSkillSetting,,0,
FLD_KizunaTalk,ConditionID,Reference,FLD_ConditionList,,0,
FLD_KizunaTalk,EVCondition,Reference,FLD_ConditionList,,0,
FLD_KizunaTalk,EventID,Reference,EVT_listFev01,,0,
FLD_KizunaTalk,Title,Message,fld_kizunatalktitle,,0,
FLD_LODList,Condition*,Reference,FLD_ConditionList,,0,
FLD_LODList,ScenarioFlag*,Flag,Scenario,,0,
FLD_MapGimmick,Condition,Reference,FLD_ConditionList,,0,
FLD_MapGimmick,FSID,Reference,FLD_FieldSkillSetting,,0,
FLD_MapGimmick,OP_Condition,Reference,FLD_ConditionList,,0,
FLD_MapGimmick,OP_ScenarioFlag*,Flag,Scenario,,0,
FLD_MapGimmick,tgtMSG_ID,Message,fld_gmkname,,0,
FLD_MapJump,Condition,Reference,FLD_ConditionList,,0,
FLD_MapJump,ScenarioFlag*,Flag,Scenario,,0,
FLD_maplist,bgm_cndID,Reference,RSC_BgmCondition,,0,
FLD_maplist,change_nameID,Message,fld_mapinfo,,0,
FLD_maplist,ebb_inn_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,ebb_ON_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,mapON_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,name_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,nameID,Message,fld_mapinfo,,0,
FLD_maplist,st_allOFF_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,stopTIME_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,w*_OFF_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,w*_ON_cndID,Reference,FLD_ConditionList,,0,
FLD_maplist,w*_time_BNS,Enum,,,0,TimeRange
FLD_maplist,w*_type,Reference,FLD_WeatherInfo,,0,
FLD_maplist,zone,Message,fld_developmentname,,0,
FLD_MercenariesMission,AutoStart,Reference,FLD_ConditionList,,0,
FLD_MercenariesMission,QuestID,Reference,FLD_QuestListMercenaries,,0,
FLD_MobGroupList,MOBID*,Reference,RSC_MobList,,0,
FLD_NpcGroupId,Condition,Reference,FLD_ConditionList,,0,
FLD_NpcGroupId,QuestFlag,QuestFlag,,,0,
FLD_NpcGroupId,ScenarioFlag*,Flag,Scenario,,0,
FLD_NpcGroupId,TimeRange,Enum,,,0,TimeRange
FLD_OwnerBonus,Type,Reference,FLD_OwnerBonusParam,,0,
FLD_QuestBattle,EnemyGroupID,Reference,FLD_EnemyGroup,,0,
FLD_QuestBattle,EnemyID,Reference,CHR_EnArrange,,0,
FLD_QuestBattle,EnemySpeciesID,Reference,RSC_EnGenus,,0,
FLD_QuestCollect,Category,Message,menu_collectionitemtype,,-3,
FLD_QuestCollect,EnemyID,Reference,CHR_EnArrange,,0,
FLD_QuestCollect,ItemID,Item,,,0,
FLD_QuestCollect,MapID,Reference,FLD_maplist,,0,
FLD_QuestCollect,NpcID,Character,,,0,
FLD_QuestCondition,ConditionID,Reference,FLD_ConditionList,,0,
FLD_QuestCondition,MapID,Reference,FLD_maplist,,0,
FLD_QuestCondition,NpcID,Reference,RSC_NpcList,,0,
FLD_QuestFieldSkillCount,FieldSkillID,Reference,FLD_FieldSkillList,,0,
FLD_QuestGimmick,MapID,Reference,FLD_maplist,,0,
FLD_QuestHints,ClientNpc,Reference,RSC_NpcList,,0,
FLD_QuestHints,FSkillID*,Reference,FLD_FieldSkillList,,0,
FLD_QuestHints,MainChar*,Character,,,0,
FLD_QuestHints,ZoneID,Reference,FLD_maplist,,0,
FLD_QuestList*,CallEvent*,Event,,,0,
FLD_QuestList*,FlagCLD,Flag,2bit,,0,
FLD_QuestList*,FlagPRT,Flag,2bit,,0,
FLD_QuestList*,HintsID,Reference,FLD_QuestHints,,0,
FLD_QuestList*,LinkedQuestID,Reference,FLD_QuestList*,,0,
FLD_QuestList*,NextQuest*,Reference,FLD_QuestList*,,0,
FLD_QuestList*,PRTQuestID,Reference,FLD_QuestList*,,0,
FLD_QuestList*,PurposeID,Reference,FLD_QuestTask*,,0,
FLD_QuestList*,RewardSet*,Reference,FLD_QuestReward,,0,
FLD_QuestListAchievement,QuestTitle,Message,fld_quest_achievement,,0,
FLD_QuestListAchievement,Result*,Message,fld_quest_achievement,,0,
FLD_QuestListAchievement,Summary,Message,fld_quest_achievement,,0,
FLD_QuestListBlade,QuestTitle,Message,fld_quest_blade,,0,
FLD_QuestListBlade,Result*,Message,fld_quest_blade,,0,
FLD_QuestListBlade,Summary,Message,fld_quest_blade,,0,
FLD_QuestListMercenaries,QuestTitle,Message,fld_quest_mercenaries,,0,
FLD_QuestListMercenaries,Result*,Message,fld_quest_mercenaries,,0,
FLD_QuestListMercenaries,Summary,Message,fld_quest_mercenaries,,0,
FLD_QuestListMini,QuestTitle,Message,fld_quest_mini,,0,
FLD_QuestListMini,Result*,Message,fld_quest_mini,,0,
FLD_QuestListMini,Summary,Message,fld_quest_mini,,0,
FLD_QuestListNormal,QuestTitle,Message,fld_quest_normal,,0,
FLD_QuestListNormal,Result*,Message,fld_quest_normal,,0,
FLD_QuestListNormal,Summary,Message,fld_quest_normal,,0,
FLD_QuestListNormalIra,QuestTitle,Message,fld_quest_normal,,0,
FLD_QuestListNormalIra,Result*,Message,fld_quest_normal,,0,
FLD_QuestListNormalIra,Summary,Message,fld_quest_normal,,0,
FLD_QuestReach,MapID,Reference,FLD_maplist,,0,
FLD_QuestReward,DevelopZone,Reference,FLD_maplist,,0,
FLD_QuestReward,ItemID*,Item,,,0,
FLD_QuestTalk,DummyGroup,Reference,FLD_QuestTalkDummyGroup,,0,
FLD_QuestTalk,MapID,Reference,FLD_maplist,,0,
FLD_QuestTalk,NpcID,Character,,,0,
FLD_QuestTalkDummyGroup,NpcID*,Character,,,0,
FLD_QuestTask,TaskID1,Task,,TaskType1,0,
FLD_QuestTask,TaskID2,Task,,TaskType2,0,
FLD_QuestTask,TaskID3,Task,,TaskType3,0,
FLD_QuestTask,TaskID4,Task,,TaskType4,0,
FLD_QuestTask,TaskLog*,Message,fld_quest,,0,
FLD_QuestTask,TaskType*,Enum,,,0,TaskType
FLD_QuestTask*,TaskCondition*,Reference,FLD_ConditionList,,0,
FLD_QuestTaskAchievement,TaskID1,Task,,TaskType1,0,
FLD_QuestTaskAchievement,TaskID2,Task,,TaskType2,0,
FLD_QuestTaskAchievement,TaskID3,Task,,TaskType3,0,
FLD_QuestTaskAchievement,TaskID4,Task,,TaskType4,0,
FLD_QuestTaskAchievement,TaskLog*,Message,fld_quest_achievement,,0,
FLD_QuestTaskAchievement,TaskType*,Enum,,,0,TaskType
FLD_QuestTaskBlade,TaskID1,Task,,TaskType1,0,
FLD_QuestTaskBlade,TaskID2,Task,,TaskType2,0,
FLD_QuestTaskBlade,TaskID3,Task,,TaskType3,0,
FLD_QuestTaskBlade,TaskID4,Task,,TaskType4,0,
FLD_QuestTaskBlade,TaskLog*,Message,fld_quest_blade,,0,
FLD_QuestTaskBlade,TaskType*,Enum,,,0,TaskType
FLD_QuestTaskIra,TaskID1,Task,,TaskType1,0,
FLD_QuestTaskIra,TaskID2,Task,,TaskType2,0,
FLD_QuestTaskIra,TaskID3,Task,,TaskType3,0,
FLD_QuestTaskIra,TaskID4,Task,,TaskType4,0,
FLD_QuestTaskIra,TaskLog*,Message,fld_quest,,0,
FLD_QuestTaskIra,TaskType*,Enum,,,0,TaskType
FLD_QuestTaskMercenaries,TaskID1,Task,,TaskType1,0,
FLD_QuestTaskMercenaries,TaskID2,Task,,TaskType2,0,
FLD_QuestTaskMercenaries,TaskID3,Task,,TaskType3,0,
FLD_QuestTaskMercenaries,TaskID4,Task,,TaskType4,0,
FLD_QuestTaskMercenaries,TaskType*,Enum,,,0,TaskType
FLD_QuestTaskMini,TaskID1,Task,,TaskType1,0,
FLD_QuestTaskMini,TaskID2,Task,,TaskType2,0,
FLD_QuestTaskMini,TaskID3,Task,,TaskType3,0,
FLD_QuestTaskMini,TaskID4,Task,,TaskType4,0,
FLD_QuestTaskMini,TaskLog*,Message,fld_quest_mini,,0,
FLD_QuestTaskMini,TaskType*,Enum,,,0,TaskType
FLD_QuestTaskNormal,TaskID1,Task,,TaskType1,0,
FLD_QuestTaskNormal,TaskID2,Task,,TaskType2,0,
FLD_QuestTaskNormal,TaskID3,Task,,TaskType3,0,
FLD_QuestTaskNormal,TaskID4,Task,,TaskType4,0,
FLD_QuestTaskNormal,TaskLog*,Message,fld_quest_normal,,0,
FLD_QuestTaskNormal,TaskType*,Enum,,,0,TaskType
FLD_QuestTaskNormalIra,TaskID1,Task,,TaskType1,0,
FLD_QuestTaskNormalIra,TaskID2,Task,,TaskType2,0,
FLD_QuestTaskNormalIra,TaskID3,Task,,TaskType3,0,
FLD_QuestTaskNormalIra,TaskID4,Task,,TaskType4,0,
FLD_QuestTaskNormalIra,TaskLog*,Message,fld_quest_normal,,0,
FLD_QuestTaskNormalIra,TaskType*,Enum,,,0,TaskType
FLD_QuestUse,bladeID,Reference,CHR_Bl,,0,
FLD_QuestUse,Category,Message,menu_favorite_category,,-11,
FLD_QuestUse,ItemID,Item,,,0,
FLD_randomTalk,talk*,Character,,,0,
FLD_randomTalk,text*,Message,fld_randomtalk,,0,
FLD_randomTalk,type,Reference,EVT_randtype,,0,
FLD_SalvageEnemySet,ene*ID,Reference,CHR_EnArrange,,0,
FLD_SalvageItemSet,itm*ID,Item,,,0,
FLD_SalvageItemSet,RSC_ID,Reference,RSC_TboxList,,0,
FLD_SalvagePointList,BtnChallenge*,Reference,MNU_BtnChallenge2,,0,
FLD_SalvagePointList,Condition,Reference,FLD_ConditionList,,0,
FLD_SalvagePointList,SalvagePointName,Message,fld_salvagepoint,,0,
FLD_SalvagePointList,SalvageTable*,Reference,FLD_SalvageTable,,0,
