CHR_EnParam,Aura,Reference,BTL_Aura,
CHR_EnParam,ResourceID,Reference,RSC_En,
EVT_chg*,chgType,Reference,EVT_change,
EVT_chgBf01,id,Change,chgType,
EVT_cutscene_pc,scenario*,Flag,Scenario,
EVT_cutscene_wp,scenario*,Flag,Scenario,
EVT_facial*,brow_type,Reference,EVT_browtype,
EVT_facial*,eye_type,Reference,EVT_eyetype,
EVT_facial*,lip_type,Reference,EVT_liptype,
EVT_listBf,chgEdID,Reference,EVT_chgBf01,
EVT_listBf,chgStID,Reference,EVT_chgBf01,
EVT_listBf,scenarioFlag,Flag,Scenario,
EVT_listFev01,chgEdID,Reference,EVT_chgFev01,
EVT_listFev01,chgStID,Reference,EVT_chgFev01,
EVT_listFev01,setupID,EventSetup,,
EVT_listQst01,category,Message,menu_quest_cate_ms,
EVT_listQst01,setupID,Reference,EVT_setupQst01,
EVT_listQst01,zoneID,Reference,FLD_maplist,
FLD_AchievementList,Task,Reference,FLD_QuestListAchievement,
FLD_AchievementSet,AchievementID*,Reference,FLD_AchievementList,
FLD_AddItem,ItemID*,Item,,
FLD_AntiBladeArea,BTL_MapRevId,Reference,BTL_MapRev,
FLD_BladePop,Condition,Reference,FLD_ConditionList,
FLD_BladePop,ScenarioFlag*,Flag,Scenario,
FLD_ClimbingPOP,Condition,Reference,FLD_ConditionList,
FLD_ClimbingPOP,ScenarioFlag*,Flag,Scenario,
FLD_ConditionAchievement,AchievementSetID,Reference,FLD_AchievementSet,
FLD_ConditionEnv,CloudHeight,Reference,EVT_cloudtype,
FLD_ConditionEnv,TimeRange,Enum,TimeRange,
FLD_ConditionEnv,Weather,Enum,WeatherBits,
FLD_ConditionFieldSkiiLevel,FieldSkillID,Reference,FLD_FieldSkillList,
FLD_ConditionItem,ItemID,Item,,
FLD_ConditionList,Condition1,Condition,ConditionType1,
FLD_ConditionList,Condition2,Condition,ConditionType2,
FLD_ConditionList,Condition3,Condition,ConditionType3,
FLD_ConditionList,Condition4,Condition,ConditionType4,
FLD_ConditionList,Condition5,Condition,ConditionType5,
FLD_ConditionList,Condition6,Condition,ConditionType6,
FLD_ConditionList,Condition7,Condition,ConditionType7,
FLD_ConditionList,Condition8,Condition,ConditionType8,
FLD_ConditionList,ConditionType*,Enum,ConditionType,
FLD_ConditionList,Premise,Reference,EVT_andortype,1
FLD_ConditionPT,Category,Enum,PartyConditionType,
FLD_ConditionPT,PCID*,Character,,
FLD_ConditionQuest,*QuestFlag1,QuestFlag,,
FLD_ConditionQuest,*QuestFlag2,QuestFlag,,
FLD_ConditionScenario,NotScenario*,Flag,Scenario,
FLD_ConditionScenario,Scenario*,Flag,Scenario,
FLD_DMGFloor,Condition,Reference,FLD_ConditionList,
FLD_DMGFloor,MAPID,Reference,FLD_maplist,
FLD_DMGGimmick,Condition,Reference,FLD_ConditionList,
FLD_DMGGimmick,DEPOP_Condition,Reference,FLD_ConditionList,
FLD_DoorGimmick,Condition,Reference,FLD_ConditionList,
FLD_EffectPop,Condition,Reference,FLD_ConditionList,
FLD_EffectPop,ScenarioFlag*,Flag,Scenario,
FLD_ElevatorGimmick,OP_Condition,Reference,FLD_ConditionList,
FLD_EnemyGroup,EnemyID*,Reference,CHR_EnArrange,
FLD_FieldLockGimmick,Condition,Reference,FLD_ConditionList,
FLD_FieldLockGimmick,ScenarioFlag*,Flag,Scenario,
FLD_FieldSkillList,Caption,Message,fld_fieldskilltxt,
FLD_FieldSkillList,Category,Enum,FieldSkillCategory,
FLD_FieldSkillList,Name,Message,fld_fieldskilltxt,
FLD_FieldSkillList,RandomID,Reference,FLD_FieldSkillRandom,
FLD_FieldSkillSetting,FieldSkillID*,Reference,FLD_FieldSkillList,
FLD_FieldSkillSetting,Name,Message,fld_fieldskillplace,
FLD_FootPrintsRoutes,Condition,Reference,FLD_ConditionList,
FLD_FootPrintsRoutes,ScenarioFlag*,Flag,Scenario,
FLD_JumpGimmick,Condition,Reference,FLD_ConditionList,
FLD_KizunaTalk,ConditionID,Reference,FLD_ConditionList,
FLD_KizunaTalk,EVCondition,Reference,FLD_ConditionList,
FLD_KizunaTalk,EventID,Reference,EVT_listFev01,
FLD_KizunaTalk,Title,Message,fld_kizunatalktitle,
FLD_LODList,Condition*,Reference,FLD_ConditionList,
FLD_LODList,ScenarioFlag*,Flag,Scenario,
FLD_MapGimmick,Condition,Reference,FLD_ConditionList,
FLD_MapGimmick,FSID,Reference,FLD_FieldSkillSetting,
FLD_MapGimmick,OP_Condition,Reference,FLD_ConditionList,
FLD_MapGimmick,OP_ScenarioFlag*,Flag,Scenario,
FLD_MapGimmick,tgtMSG_ID,Message,fld_gmkname,
FLD_MapJump,Condition,Reference,FLD_ConditionList,
FLD_MapJump,ScenarioFlag*,Flag,Scenario,
FLD_maplist,bgm_cndID,Reference,RSC_BgmCondition,
FLD_maplist,change_nameID,Message,fld_mapinfo,
FLD_maplist,ebb_inn_cndID,Reference,FLD_ConditionList,
FLD_maplist,ebb_ON_cndID,Reference,FLD_ConditionList,
FLD_maplist,mapON_cndID,Reference,FLD_ConditionList,
FLD_maplist,name_cndID,Reference,FLD_ConditionList,
FLD_maplist,nameID,Message,fld_mapinfo,
FLD_maplist,st_allOFF_cndID,Reference,FLD_ConditionList,
FLD_maplist,stopTIME_cndID,Reference,FLD_ConditionList,
FLD_maplist,w*_OFF_cndID,Reference,FLD_ConditionList,
FLD_maplist,w*_ON_cndID,Reference,FLD_ConditionList,
FLD_maplist,w*_time_BNS,Enum,TimeRange,
FLD_maplist,w*_type,Reference,FLD_WeatherInfo,
FLD_maplist,zone,Message,fld_developmentname,
FLD_MercenariesMission,AutoStart,Reference,FLD_ConditionList,
FLD_MercenariesMission,QuestID,Reference,FLD_QuestListMercenaries,
FLD_MobGroupList,MOBID*,Reference,RSC_MobList,
FLD_NpcGroupId,Condition,Reference,FLD_ConditionList,
FLD_NpcGroupId,ScenarioFlag*,Flag,Scenario,
FLD_OwnerBonus,Type,Reference,FLD_OwnerBonusParam,
FLD_QuestBattle,EnemyGroupID,Reference,FLD_EnemyGroup,
FLD_QuestBattle,EnemyID,Reference,CHR_EnArrange,
FLD_QuestBattle,EnemySpeciesID,Reference,RSC_EnGenus,
FLD_QuestCollect,Category,Message,menu_collectionitemtype,-3
FLD_QuestCollect,EnemyID,Reference,CHR_EnArrange,
FLD_QuestCollect,ItemID,Item,,
FLD_QuestCollect,MapID,Reference,FLD_maplist,
FLD_QuestCollect,NpcID,Character,,
FLD_QuestCondition,ConditionID,Reference,FLD_ConditionList,
FLD_QuestCondition,MapID,Reference,FLD_maplist,
FLD_QuestCondition,NpcID,Reference,RSC_NpcList,
FLD_QuestFieldSkillCount,FieldSkillID,Reference,FLD_FieldSkillList,
FLD_QuestGimmick,MapID,Reference,FLD_maplist,
FLD_QuestHints,ClientNpc,Reference,RSC_NpcList,
FLD_QuestHints,FSkillID*,Reference,FLD_FieldSkillList,
FLD_QuestHints,MainChar*,Character,,
FLD_QuestHints,ZoneID,Reference,FLD_maplist,
FLD_QuestList*,CallEvent*,Event,,
FLD_QuestList*,HintsID,Reference,FLD_QuestHints,
FLD_QuestList*,NextQuest*,Reference,FLD_QuestList*,
FLD_QuestList*,PRTQuestID,Reference,FLD_QuestList*,
FLD_QuestList*,PurposeID,Reference,FLD_QuestTask*,
FLD_QuestList*,RewardSet*,Reference,FLD_QuestReward,
FLD_QuestListAchievement,QuestTitle,Message,fld_quest_achievement,
FLD_QuestListAchievement,Result*,Message,fld_quest_achievement,
FLD_QuestListAchievement,Summary,Message,fld_quest_achievement,
FLD_QuestListBlade,QuestCategory,Message,menu_quest_cate_ms,
FLD_QuestListBlade,QuestTitle,Message,fld_quest_blade,
FLD_QuestListBlade,Result*,Message,fld_quest_blade,
FLD_QuestListBlade,Summary,Message,fld_quest_blade,
FLD_QuestListMercenaries,QuestTitle,Message,fld_quest_mercenaries,
FLD_QuestListMercenaries,Result*,Message,fld_quest_mercenaries,
FLD_QuestListMercenaries,Summary,Message,fld_quest_mercenaries,
FLD_QuestListMini,QuestTitle,Message,fld_quest_mini,
FLD_QuestListMini,Result*,Message,fld_quest_mini,
FLD_QuestListMini,Summary,Message,fld_quest_mini,
FLD_QuestListNormal,QuestCategory,Message,menu_quest_cate_ms,
FLD_QuestListNormal,QuestTitle,Message,fld_quest_normal,
FLD_QuestListNormal,Result*,Message,fld_quest_normal,
FLD_QuestListNormal,Summary,Message,fld_quest_normal,
FLD_QuestReach,MapID,Reference,FLD_maplist,
FLD_QuestReward,DevelopZone,Reference,FLD_maplist,
FLD_QuestReward,ItemID*,Item,,
FLD_QuestTalk,DummyGroup,Reference,FLD_QuestTalkDummyGroup,
FLD_QuestTalk,MapID,Reference,FLD_maplist,
FLD_QuestTalk,NpcID,Character,,
FLD_QuestTalkDummyGroup,NpcID*,Character,,
FLD_QuestTask,TaskID1,Task,TaskType1,
FLD_QuestTask,TaskID2,Task,TaskType2,
FLD_QuestTask,TaskID3,Task,TaskType3,
FLD_QuestTask,TaskID4,Task,TaskType4,
FLD_QuestTask,TaskLog*,Message,fld_quest,
FLD_QuestTask,TaskType*,Enum,TaskType,
FLD_QuestTaskAchievement,TaskCondition*,Reference,FLD_ConditionList,
FLD_QuestTaskAchievement,TaskID1,Task,TaskType1,
FLD_QuestTaskAchievement,TaskID2,Task,TaskType2,
FLD_QuestTaskAchievement,TaskID3,Task,TaskType3,
FLD_QuestTaskAchievement,TaskID4,Task,TaskType4,
FLD_QuestTaskAchievement,TaskLog*,Message,fld_quest_achievement,
FLD_QuestTaskAchievement,TaskType*,Enum,TaskType,
FLD_QuestTaskBlade,TaskCondition*,Reference,FLD_ConditionList,
FLD_QuestTaskBlade,TaskID1,Task,TaskType1,
FLD_QuestTaskBlade,TaskID2,Task,TaskType2,
FLD_QuestTaskBlade,TaskID3,Task,TaskType3,
FLD_QuestTaskBlade,TaskID4,Task,TaskType4,
FLD_QuestTaskBlade,TaskLog*,Message,fld_quest_blade,
FLD_QuestTaskBlade,TaskType*,Enum,TaskType,
FLD_QuestTaskMercenaries,TaskID1,Task,TaskType1,
FLD_QuestTaskMercenaries,TaskID2,Task,TaskType2,
FLD_QuestTaskMercenaries,TaskID3,Task,TaskType3,
FLD_QuestTaskMercenaries,TaskID4,Task,TaskType4,
FLD_QuestTaskMercenaries,TaskType*,Enum,TaskType,
FLD_QuestTaskMini,TaskID1,Task,TaskType1,
FLD_QuestTaskMini,TaskID2,Task,TaskType2,
FLD_QuestTaskMini,TaskID3,Task,TaskType3,
FLD_QuestTaskMini,TaskID4,Task,TaskType4,
FLD_QuestTaskMini,TaskLog*,Message,fld_quest_mini,
FLD_QuestTaskMini,TaskType*,Enum,TaskType,
FLD_QuestTaskNormal,TaskID1,Task,TaskType1,
FLD_QuestTaskNormal,TaskID2,Task,TaskType2,
FLD_QuestTaskNormal,TaskID3,Task,TaskType3,
FLD_QuestTaskNormal,TaskID4,Task,TaskType4,
FLD_QuestTaskNormal,TaskLog*,Message,fld_quest_normal,
FLD_QuestTaskNormal,TaskType*,Enum,TaskType,
FLD_QuestUse,bladeID,Reference,CHR_Bl,
FLD_QuestUse,Category,Message,menu_favorite_category,-11
FLD_QuestUse,ItemID,Item,,
FLD_randomTalk,talk*,Character,,
FLD_randomTalk,text*,Message,fld_randomtalk,
FLD_randomTalk,type,Reference,EVT_randtype,
FLD_SalvageEnemySet,ene*ID,Reference,CHR_EnArrange,
FLD_SalvageItemSet,itm*ID,Item,,
FLD_SalvageItemSet,RSC_ID,Reference,RSC_TboxList,
FLD_SalvagePointList,BtnChallenge*,Reference,MNU_BtnChallenge2,
FLD_SalvagePointList,Condition,Reference,FLD_ConditionList,
FLD_SalvagePointList,SalvagePointName,Message,fld_salvagepoint,
FLD_SalvagePointList,SalvageTable*,Reference,FLD_SalvageTable,
FLD_SalvageTable,ColleTable*#,Reference,FLD_SalvageItemSet,
FLD_SalvageTable,EnemyPopTable*#,Reference,FLD_SalvageEnemySet,
FLD_SalvageTable,TresureTable*#,Reference,FLD_SalvageItemSet,
FLD_SePop,Condition,Reference,FLD_ConditionList,
FLD_SePop,ScenarioFlag*,Flag,Scenario,
FLD_TimeInfo,msg,Message,fld_mapinfo,
FLD_Tutorial,ScenarioFlagMin,Flag,Scenario,
FLD_WarpGimmick,Condition,Reference,FLD_ConditionList,
FLD_WeatherInfo,msg,Message,fld_mapinfo,
ITM_*,sort*,Hide,,
ITM_BoosterList,Category,Message,menu_ideacollar_ms,1
ITM_BoosterList,Name,Message,itm_booster,
ITM_BoosterList,Rarity,Message,menu_rarity,1
ITM_CollectionList,Caption,Hide,,
ITM_CollectionList,Category,Message,menu_collectionitemtype,-3
ITM_CollectionList,Name,Message,itm_collection,
ITM_CollectionList,Rarity,Message,menu_rarity,1
ITM_CollectionList,Zone,Reference,FLD_maplist,
ITM_CrystalList,BladeID,Reference,CHR_Bl,
ITM_CrystalList,CommonAtr,Reference,MNU_Msg_Attr,1
ITM_CrystalList,CommonWpn,Reference,ITM_PcWpnType,
ITM_CrystalList,Condition,Reference,FLD_ConditionList,
ITM_CrystalList,Name,Message,itm_crystal,
ITM_CrystalList,Rarity,Message,menu_rarity,1
ITM_EventList,Caption,Message,itm_evt,
ITM_EventList,Name,Message,itm_evt,
ITM_FavoriteList,Caption,Hide,,
ITM_FavoriteList,Category,Message,menu_favorite_category,-11
ITM_FavoriteList,Name,Message,itm_favorite,
ITM_FavoriteList,Rarity,Message,menu_rarity,1
ITM_FavoriteList,Type,Reference,BTL_PouchBuffSet,
ITM_FavoriteList,Zone,Reference,FLD_maplist,
ITM_HanaArtsEnh,Condition,Reference,FLD_ConditionList,
ITM_HanaArtsEnh,Enhance,Reference,BTL_Enhance,
ITM_HanaArtsEnh,Name,Message,itm_orb,
ITM_HanaAssist,Condition,Reference,FLD_ConditionList,
ITM_HanaAssist,Enhance,Reference,BTL_Enhance,
ITM_HanaAssist,Name,Message,itm_orb,
ITM_HanaAtr,Atr,Reference,MNU_Msg_Attr,1
ITM_HanaAtr,Caption,Message,itm_hana_atr_ms,
ITM_HanaAtr,Condition,Reference,FLD_ConditionList,
ITM_HanaAtr,Name,Message,itm_hana_atr_ms,
ITM_HanaNArtsSet,Condition,Reference,FLD_ConditionList,
ITM_HanaNArtsSet,Name,Message,itm_hana_narts_set_ms,
ITM_HanaNArtsSet,NArts,Reference,BTL_Buff,
ITM_HanaRole,Condition,Reference,FLD_ConditionList,
ITM_HanaRole,Name,Message,itm_hana_role_ms,
ITM_HanaRole,Role,Message,menu_role_name_ms,
ITM_InfoList,Caption,Message,itm_info,
ITM_InfoList,Name,Message,itm_info,
ITM_Orb,EquipItemID,Item,,
ITM_Orb,Name,Message,itm_orb,
ITM_Orb,Rarity,Message,menu_rarity,1
ITM_Orb,Recipe,Reference,ITM_OrbRecipe,
ITM_OrbEquip,Name,Message,itm_orb,
ITM_OrbEquip,Rarity,Message,menu_rarity,1
ITM_OrbRecipe,ItemID*,Item,,
ITM_OrbRecipe,Rarity,Message,menu_rarity,1
ITM_OrbRecipe,RecipeType,Enum,RecipeType,
ITM_OrbRecipe,RscCat,Message,menu_collectionitemtype,-3
ITM_PcEquip,Enhance*,Reference,BTL_Enhance,
ITM_PcEquip,Name,Message,itm_pcequip,
ITM_PcEquip,Rarity,Message,menu_rarity,1
ITM_PcEquip,Zone*,Reference,FLD_maplist,
ITM_PcWpn,Enhance*,Reference,BTL_Enhance,
ITM_PcWpn,Name,Message,itm_pcwpn_ms,
ITM_PcWpn,RscL,Reference,RSC_PcWpn,
ITM_PcWpn,RscR,Reference,RSC_PcWpn,
ITM_PcWpn,WpnType,Reference,ITM_PcWpnType,
ITM_PcWpnChip,CreateWpn*,Reference,ITM_PcWpn,
ITM_PcWpnChip,Name,Message,itm_pcwpnchip_ms,
ITM_PcWpnChip,Rarity,Message,menu_rarity,1
ITM_PcWpnChip,Zone*,Reference,FLD_maplist,
ITM_PcWpnType,Motion,Reference,ITM_PcWpnType,
ITM_PcWpnType,Name,Message,itm_pcwpntype_ms,
ITM_PcWpnType,Role,Message,menu_role_name_ms,
ITM_PreciousList,Caption,Message,itm_precious,
ITM_PreciousList,Name,Message,itm_precious,
ITM_PreciousList,Type,Reference,FLD_OwnerBonus,
ITM_SalvageList,Caption,Message,itm_salvage,
ITM_SalvageList,Name,Message,itm_salvage,
ITM_SalvageList,Rarity,Message,menu_rarity,1
ITM_TresureList,Name,Message,itm_tresure,
ITM_TresureList,Rarity,Message,menu_rarity,1
ITM_TresureList,Zone,Reference,FLD_maplist,
ma*a_FLD_AutoTalk,BeforeID,Reference,ma*a_FLD_AutoTalk,
ma*a_FLD_AutoTalk,Condition,Reference,FLD_ConditionList,
ma*a_FLD_AutoTalk,MOBID,Reference,ma*a_FLD_MobPop,
ma*a_FLD_AutoTalk,Text,Message,autotalk_ma*,
ma*a_FLD_CollectionPopList,Condition,Reference,FLD_ConditionList,
ma*a_FLD_CollectionPopList,FSID,Reference,FLD_FieldSkillList,
ma*a_FLD_CollectionPopList,itm*ID,Reference,ITM_CollectionList,
ma*a_FLD_CollectionPopList,POP_TIME,Enum,TimeRange,
ma*a_FLD_EnemyPop,Condition,Reference,FLD_ConditionList,
ma*a_FLD_EnemyPop,ene*ID,Reference,CHR_EnArrange,
ma*a_FLD_EnemyPop,POP_TIME,Enum,TimeRange,
ma*a_FLD_EnemyPop,ScenarioFlag*,Flag,Scenario,
ma*a_FLD_EventPop,ScenarioFlag*,Flag,Scenario,
ma*a_FLD_LandmarkPop,category,Enum,LandmarkType,
ma*a_FLD_LandmarkPop,cndID,Reference,FLD_ConditionList,
ma*a_FLD_LandmarkPop,MAPJUMPID,Reference,SYS_MapJumpList,
ma*a_FLD_LandmarkPop,menuGroup,Reference,MNU_MapGroup,
ma*a_FLD_LandmarkPop,MSGID,Message,fld_landmark,
ma*a_FLD_LandmarkPop,stoff_cndID,Reference,FLD_ConditionList,
ma*a_FLD_MobPop,ScenarioFlag*,Flag,Scenario,
ma*a_FLD_NpcPop,ScenarioFlag*,Flag,Scenario,
ma*a_FLD_PreciousPopList,itmID,Reference,ITM_PreciousList,
ma*a_FLD_PreciousPopList,ScenarioFlag*,Flag,Scenario,
ma*a_FLD_TboxPop,Condition,Reference,FLD_ConditionList,
ma*a_FLD_TboxPop,FSID*,Reference,FLD_FieldSkillSetting,
ma*a_FLD_TboxPop,itm*ID,Item,,
ma*a_FLD_TboxPop,RSC_ID,Reference,RSC_TboxList,
ma02a_FLD_EventPop,Condition,Reference,FLD_ConditionList,
ma02a_FLD_EventPop,EventID,Event,,
ma02a_FLD_MapObjPop,Condition,Reference,FLD_ConditionList,
ma02a_FLD_MapObjPop,RSC_ID,Reference,RSC_MapObjList,
ma02a_FLD_MobPop,Condition,Reference,FLD_ConditionList,
ma02a_FLD_MobPop,MOBGroupID,Reference,FLD_MobGroupList,
ma02a_FLD_MobPop,MobID,Reference,RSC_MobList,
ma02a_FLD_NpcPop,Condition,Reference,FLD_ConditionList,
ma02a_FLD_NpcPop,EventID,Event,,
ma02a_FLD_NpcPop,Mot,Reference,FLD_NpcMobMotionId,
ma02a_FLD_NpcPop,NpcID,Reference,RSC_NpcList,
ma02a_FLD_NpcPop,ShopID,Reference,MNU_ShopList,
ma02a_FLD_NpcPop,TimeRange,Enum,TimeRange,
ma04a_FLD_AutoTalk,Text,Message,autotalk_ma02,
ma90a_FLD_AutoTalk,Text,Message,autotalk_ma02,
MIN_TT_Stage,Condition,Reference,FLD_ConditionList,
MIN_TT_Tbox,cond*,Reference,FLD_ConditionList,
MIN_TT_Tbox,tdef*,Reference,MIN_TT_Tdef,
MIN_TT_Tdef,item*,Item,,
MNU_BtnChallenge2,BtnType*,Enum,ButtonType,
MNU_BtnChallenge2,Param*,Reference,MNU_ChallengeParam,
MNU_BtnChallengeSeq,challenge*,Reference,MNU_BtnChallenge2,
MNU_CharBladeOrder,useCond,Reference,MNU_Condition,
MNU_CharDriverOrder,useCond,Reference,MNU_Condition,
MNU_CharHanaOrder,useCond,Reference,MNU_Condition,
